,Country,Year,Annual percentage change in coal consumption,"Annual change in coal consumption, measured in terawatt-hours","Per capita primary energy consumption from coal, measured in kilowatt-hours","Primary energy consumption from coal, measured in terawatt-hours","Per capita electricity generation from coal, measured in kilowatt-hours","Electricity generation from coal, measured in terawatt-hours	",Annual percentage change in coal production,"Annual change in coal production, measured in terawatt-hours","Per capita coal production, measured in kilowatt-hours","Coal production, measured in terawatt-hours",Share of electricity generation that comes from coal,Share of primary energy consumption that comes from coal
1131,Norway,2007,9.967,0.718,1678.845,7.923,8.476,0.04,70.063,13.799,7097.281,33.495,0.029,1.437
1132,Turkey,2007,12.596,38.332,4924.65,342.666,767.886,53.431,12.439,19.038,2473.189,172.089,27.893,29.179
1133,Australia,2007,-0.869,-5.696,31066.74,649.802,8868.002,185.486,3.286,84.015,126258.0,2640.855,76.274,43.143
1134,United States,2007,1.347,84.167,21070.098,6333.85,7260.933,2182.698,-1.248,-82.629,21758.5,6540.789,49.25,23.403
1135,South Africa,2008,11.565,112.525,21806.229,1085.503,4831.864,240.528,1.891,30.433,32936.812,1639.577,93.123,74.364
1136,United Kingdom,2008,-7.222,-32.243,6665.106,414.204,2001.467,124.381,5.69,7.078,2115.686,131.479,31.981,16.194
1137,Spain,2008,-32.605,-75.979,3409.064,157.052,1084.747,49.973,-25.422,-17.34,1104.209,50.87,15.927,8.745
1138,Philippines,2008,17.593,11.049,812.419,73.851,167.873,15.26,6.422,1.552,282.94,25.72,25.09,22.531
1139,World,2008,1.355,545.164,6005.488,40773.582,1217.47,8265.874,3.255,1251.797,5849.229,39712.684,40.447,29.802
1140,Thailand,2008,7.846,12.681,2619.972,174.309,463.508,30.838,-2.423,-1.384,837.896,55.746,21.203,15.775
1141,South Korea,2008,10.807,74.976,15630.384,768.741,3861.127,189.9,-3.915,-0.611,304.91,14.996,42.904,27.492
1142,Turkey,2008,0.448,1.535,4887.934,344.201,819.607,57.716,12.685,21.83,2753.799,193.919,29.088,29.211
1143,United States,2008,-1.591,-100.795,20538.193,6233.055,7077.289,2147.858,1.527,99.852,21881.207,6640.641,48.925,23.605
1144,Ukraine,2008,-2.014,-9.99,10531.289,486.111,1530.134,70.629,-0.136,-0.552,8755.515,404.143,36.674,31.12
1145,Romania,2008,-3.784,-4.321,5275.554,109.887,1239.587,25.82,1.529,1.22,3887.869,80.982,39.75,24.287
1146,Poland,2008,-1.304,-8.487,16742.344,642.182,3665.896,140.612,-2.527,-18.367,18468.404,708.389,90.539,56.664
1147,Uzbekistan,2008,26.287,2.421,421.015,11.631,304.775,8.42,10.042,1.073,425.71,11.761,16.78,2.198
1148,Slovenia,2008,-3.654,-0.668,8713.124,17.627,2634.637,5.33,-0.331,-0.05,7452.575,15.077,32.504,18.824
1149,Upper-middle-income countries,2008,2.421,533.713,9623.413,22578.252,1433.286,3362.747,3.811,824.574,9572.441,22458.664,51.56,47.663
1150,South America,2008,7.451,20.305,761.69,292.824,87.133,33.498,2.826,18.474,1748.505,672.194,3.526,4.771
1151,Vietnam,2008,89.606,65.341,1603.154,138.261,142.484,12.288,-6.37,-17.624,3003.838,259.061,17.317,30.24
1152,Slovakia,2008,-0.272,-0.125,8474.188,45.755,864.917,4.67,14.78,0.975,1401.79,7.569,15.934,21.685
1153,Russia,2008,7.243,79.11,8177.062,1171.354,1372.714,196.64,3.805,63.5,12093.68,1732.405,18.908,14.8
1154,Venezuela,2008,1.58,0.025,59.292,1.639,0.0,0.0,-26.281,-15.296,1552.53,42.905,0.0,0.166
1155,Malaysia,2008,10.569,10.867,4174.202,113.689,1139.264,31.029,16.651,1.127,289.963,7.897,27.261,12.188
1156,Canada,2008,-4.972,-17.539,10055.609,335.23,2947.458,98.261,-0.293,-1.216,12416.331,413.931,15.472,8.664
1157,China,2008,1.585,292.008,13827.084,18715.92,2001.311,2708.913,3.647,610.418,12817.431,17349.283,77.491,71.932
1158,Africa,2008,10.18,109.092,1195.521,1180.725,260.718,257.491,1.607,26.262,1681.461,1660.65,41.294,27.699
1159,Oceania,2008,4.815,32.24,19733.994,701.764,5180.932,184.24,2.984,79.829,77482.203,2755.357,63.685,39.819
1160,Norway,2008,3.054,0.242,1711.404,8.165,8.384,0.04,-15.787,-5.288,5912.186,28.207,0.028,1.446
1161,Hungary,2008,-2.864,-1.041,3532.265,35.294,708.576,7.08,-4.47,-0.922,1971.219,19.696,17.689,11.925
1162,North Macedonia,2008,2.484,0.42,8386.688,17.338,2558.882,5.29,17.222,2.013,6626.615,13.699,83.822,54.64
1163,Bulgaria,2008,-4.681,-4.305,11651.228,87.665,3080.774,23.18,0.349,0.197,7514.023,56.536,51.469,37.871
1164,North America,2008,-1.956,-133.794,12637.369,6707.564,4272.007,2267.462,1.338,94.197,13442.822,7135.076,42.182,20.354
1165,Colombia,2008,32.307,12.61,1166.922,51.642,41.803,1.85,5.15,28.759,13268.676,587.205,3.014,13.074
1166,Argentina,2008,21.975,3.156,437.026,17.516,48.328,1.937,46.364,0.335,26.39,1.058,1.589,1.995
1167,New Zealand,2008,24.093,4.751,5720.308,24.472,1762.442,7.54,0.182,0.063,8119.302,34.736,17.165,10.611
1168,Greece,2008,-5.87,-6.047,8783.198,96.969,3021.654,33.36,-3.094,-3.019,8563.715,94.546,52.33,23.821
1169,Asia,2008,2.777,716.025,6437.63,26500.443,1040.002,4281.158,4.826,1062.777,5608.245,23086.287,52.259,44.97
1170,Czechia,2008,-5.161,-12.465,21970.623,229.05,4678.058,48.77,-4.28,-11.849,25418.221,264.992,58.396,44.593
1171,Mexico,2008,-10.669,-14.038,1060.732,117.545,192.6,21.343,-5.226,-4.439,726.474,80.504,7.925,5.888
1172,Egypt,2008,-10.011,-0.901,101.691,8.098,0.0,0.0,0.0,0.0,2.37,0.189,0.0,0.974
1173,Lower-middle-income countries,2008,6.28,251.228,1523.45,4251.388,257.262,717.924,7.325,344.97,1811.178,5054.331,37.979,28.76
1174,Europe,2008,-3.561,-198.9,7332.761,5385.916,1681.267,1234.892,-0.661,-29.202,5978.589,4391.276,24.871,16.577
1175,Germany,2008,-7.585,-76.479,11494.475,931.808,3394.873,275.208,-7.936,-50.22,7186.954,582.616,42.946,23.682
1176,Kazakhstan,2008,8.507,30.806,24772.883,392.951,3883.383,61.599,13.604,66.77,35151.352,557.575,76.665,61.577
1177,Japan,2008,2.714,37.377,11006.658,1414.781,2574.853,330.968,-13.741,-1.18,57.609,7.405,27.96,23.295
1178,Italy,2008,-3.238,-6.147,3117.69,183.701,825.106,48.617,-25.949,-0.319,15.45,0.91,15.234,8.698
1179,European Union (27),2008,-7.342,-247.19,7127.72,3119.536,1816.106,794.842,-5.169,-106.023,4444.15,1945.038,26.498,16.677
1180,Brazil,2008,1.432,2.261,833.891,160.132,63.559,12.205,11.324,3.852,197.188,37.866,2.636,5.595
1181,Australia,2008,4.23,27.489,31749.584,677.291,8636.669,184.24,3.02,79.766,127535.359,2720.622,75.086,44.217
1182,Indonesia,2008,-13.009,-54.79,1555.931,366.375,261.152,61.493,10.741,159.699,6992.217,1646.456,41.15,23.435
1183,Iran,2008,-25.119,-4.575,189.127,13.64,5.408,0.39,-4.505,-0.6,176.379,12.721,0.185,0.587
1184,High-income countries,2008,-1.946,-267.337,11861.513,13470.088,3288.801,3734.805,0.707,82.035,10289.524,11684.918,33.17,19.412
1185,Chile,2008,6.936,3.296,3041.462,50.818,554.217,9.26,174.486,2.173,204.627,3.419,15.507,13.327
1186,India,2008,8.26,230.49,2515.897,3020.762,477.336,573.123,8.205,200.758,2205.03,2647.512,69.183,54.226
1187,Bangladesh,2008,5.262,0.545,75.508,10.896,10.603,1.53,74.485,1.77,28.731,4.146,4.469,4.894
1188,Pakistan,2008,10.195,6.446,405.904,69.673,3.845,0.66,7.689,1.484,121.084,20.784,0.708,9.571
1189,Peru,2008,-10.833,-1.304,375.835,10.735,13.654,0.39,26.786,0.237,39.286,1.122,1.201,5.466
1190,Greece,2009,1.071,1.039,8942.951,98.008,3119.734,34.19,0.571,0.54,8676.283,95.086,55.716,24.959
1191,Malaysia,2009,8.597,9.774,4451.513,123.463,1357.272,37.644,70.494,5.567,485.475,13.465,32.42,13.669
1192,Norway,2009,-20.393,-1.665,1346.635,6.5,8.287,0.04,-23.003,-6.488,4499.555,21.719,0.03,1.247
1193,Venezuela,2009,68.394,1.121,98.436,2.759,0.0,0.0,-35.131,-15.073,992.918,27.832,0.0,0.281
1194,Europe,2009,-10.98,-591.395,6514.083,4794.521,1512.246,1113.049,-5.725,-251.389,5624.665,4139.888,23.564,15.678
1195,Spain,2009,-30.169,-47.381,2354.283,109.671,791.353,36.864,-12.89,-6.557,951.244,44.312,12.441,6.588
1196,Turkey,2009,4.399,15.142,5038.372,359.344,780.763,55.685,4.366,8.467,2837.651,202.385,28.584,30.089
1197,Colombia,2009,-8.019,-4.141,1061.47,47.501,68.156,3.05,-0.945,-5.55,12997.864,581.655,4.827,12.269
1198,North Macedonia,2009,-10.312,-1.788,7515.614,15.55,2561.587,5.3,-2.674,-0.366,6444.079,13.333,77.622,49.744
1199,Bangladesh,2009,24.952,2.719,93.3,13.615,11.581,1.69,22.304,0.925,34.749,5.071,4.542,5.565
1200,Upper-middle-income countries,2009,3.132,707.145,9854.165,23285.396,1494.159,3530.698,1.632,366.6,9659.44,22825.264,52.872,48.539
1201,South Africa,2009,0.522,5.667,21617.156,1091.169,4596.136,231.999,-0.877,-14.387,32196.637,1625.19,92.964,75.086
1202,Argentina,2009,-45.074,-7.895,237.655,9.621,43.352,1.755,-49.068,-0.519,13.307,0.539,1.435,1.127
1203,Asia,2009,3.316,878.672,6577.384,27379.115,1086.273,4521.737,3.569,824.033,5744.063,23910.32,53.446,45.436
1204,Philippines,2009,-4.567,-3.373,762.63,70.478,169.887,15.7,30.148,7.754,362.215,33.474,25.349,21.285
1205,Kazakhstan,2009,-8.438,-33.157,22426.777,359.793,3621.85,58.105,-9.437,-52.618,31475.186,504.957,73.804,62.828
1206,Hungary,2009,-15.8,-5.577,2983.835,29.717,636.582,6.34,-8.12,-1.599,1817.051,18.097,17.656,10.902
1207,Canada,2009,-16.452,-55.152,8299.577,280.078,2443.389,82.455,-6.874,-28.454,11422.854,385.477,13.431,7.533
1208,Czechia,2009,-7.629,-17.473,20172.863,211.576,4380.179,45.94,-8.479,-22.468,23123.605,242.524,55.854,42.929
1209,Germany,2009,-10.465,-97.516,10312.644,834.292,3132.831,253.446,-7.348,-42.813,6672.472,539.803,42.539,22.596
1210,United Kingdom,2009,-16.348,-67.716,5514.808,346.488,1639.986,103.038,-2.358,-3.1,2043.332,128.38,27.349,14.246
1211,Vietnam,2009,-6.169,-8.529,1489.599,129.732,142.945,12.449,10.813,28.012,3296.195,287.073,15.438,27.737
1212,North America,2009,-11.99,-804.219,11000.243,5903.345,3748.022,2011.398,-9.228,-658.436,12068.518,6476.641,38.915,18.767
1213,Lower-middle-income countries,2009,4.221,179.462,1563.071,4430.85,266.358,755.048,6.735,340.401,1903.1,5394.732,38.335,29.171
1214,Egypt,2009,-11.119,-0.9,88.714,7.198,0.0,0.0,176.0,0.332,6.421,0.521,0.0,0.835
1215,Bulgaria,2009,-15.823,-13.871,9873.994,73.793,2823.306,21.1,-5.231,-2.958,7169.136,53.579,49.111,36.428
1216,Romania,2009,-20.271,-22.276,4245.162,87.612,1053.397,21.74,-5.715,-4.628,3699.693,76.354,37.472,22.163
1217,Mexico,2009,1.873,2.201,1064.755,119.746,261.791,29.442,-12.128,-9.763,629.013,70.741,10.996,6.052
1218,Slovakia,2009,-2.648,-1.211,8247.092,44.544,714.663,3.86,6.191,0.469,1488.078,8.037,14.804,23.177
1219,South America,2009,-16.224,-47.508,631.438,245.316,84.978,33.014,-3.401,-22.858,1671.378,649.336,3.436,4.03
1220,New Zealand,2009,-23.101,-5.653,4352.875,18.819,1385.503,5.99,-6.971,-2.421,7474.354,32.314,13.756,8.187
1221,Indonesia,2009,5.277,19.333,1616.407,385.708,276.227,65.913,6.631,109.177,7357.424,1755.632,42.037,23.912
1222,Chile,2009,-8.58,-4.36,2751.218,46.458,443.558,7.49,-4.648,-0.159,193.061,3.26,12.546,12.434
1223,United States,2009,-12.044,-750.678,17898.273,5482.376,6201.289,1899.501,-9.34,-620.218,19654.83,6020.423,45.156,21.837
1224,Iran,2009,15.756,2.149,216.511,15.789,5.156,0.376,-27.547,-3.504,126.383,9.216,0.17,0.662
1225,Australia,2009,-3.312,-22.43,30107.385,654.861,8368.517,182.022,3.757,102.212,129780.391,2822.834,72.838,43.381
1226,Poland,2009,-6.121,-39.308,15719.542,602.875,3516.72,134.873,-7.36,-52.135,17111.348,656.253,88.896,55.127
1227,Thailand,2009,0.336,0.586,2615.572,174.895,445.783,29.808,-1.628,-0.908,820.112,54.838,20.43,15.247
1228,Uzbekistan,2009,-4.804,-0.559,394.527,11.073,320.322,8.99,1.449,0.17,425.131,11.932,17.957,2.109
1229,Russia,2009,-8.503,-99.605,7477.654,1071.749,1146.96,164.39,-4.84,-83.852,11502.044,1648.552,16.553,14.248
1230,Japan,2009,-16.104,-227.833,9232.979,1186.947,2408.406,309.613,4.31,0.319,60.084,7.724,27.793,21.419
1231,High-income countries,2009,-10.721,-1444.104,10509.144,12025.983,2969.218,3397.78,-5.803,-678.069,9618.553,11006.849,31.313,18.128
1232,Pakistan,2009,-17.765,-12.377,326.425,57.296,3.817,0.67,-11.766,-2.445,104.477,18.338,0.678,7.768
1233,Slovenia,2009,-7.153,-1.261,8047.054,16.366,2522.363,5.13,-2.013,-0.304,7263.907,14.773,31.275,18.919
1234,China,2009,4.751,889.1,14403.071,19605.02,2138.985,2911.521,3.09,536.068,13139.695,17885.352,78.379,72.186
1235,European Union (27),2009,-11.333,-353.523,6306.859,2766.013,1671.925,733.26,-6.57,-127.792,4143.552,1817.247,25.748,15.715
1236,World,2009,-1.467,-598.227,5845.33,40175.355,1180.727,8115.217,-0.065,-25.957,5774.237,39686.727,40.018,29.82
1237,Brazil,2009,-19.312,-30.925,666.406,129.207,53.372,10.348,-6.505,-2.463,182.595,35.403,2.22,4.541
1238,Africa,2009,-0.4,-4.723,1160.858,1176.002,244.516,247.706,-0.842,-13.987,1625.457,1646.663,39.312,27.153
1239,Peru,2009,-10.162,-1.091,334.943,9.644,11.809,0.34,-14.085,-0.158,33.483,0.964,1.032,4.789
1240,South Korea,2009,3.775,29.019,16166.182,797.76,4222.556,208.372,-9.16,-1.374,276.055,13.623,46.054,28.374
1241,Italy,2009,-21.708,-39.877,2433.329,143.823,735.057,43.446,-38.462,-0.35,9.478,0.56,14.846,7.294
1242,Ukraine,2009,-14.183,-68.943,9074.604,417.168,1418.178,65.195,-7.196,-29.083,8158.63,375.06,37.551,31.353
1243,Oceania,2009,-4.002,-28.083,18597.037,673.68,5024.752,182.022,3.622,99.791,78816.766,2855.148,62.029,38.731
1244,India,2009,8.747,264.227,2697.642,3284.989,501.849,611.115,7.942,210.259,2346.809,2857.771,69.468,54.72
1245,Malaysia,2010,39.104,48.279,6088.394,171.742,1751.31,49.401,12.114,1.631,535.16,15.096,39.507,18.415
1246,Bangladesh,2010,-36.277,-4.939,58.789,8.676,11.858,1.75,-14.855,-0.753,29.256,4.318,4.285,3.463
1247,Czechia,2010,3.216,6.805,20726.131,218.381,4451.188,46.9,-0.075,-0.181,23000.271,242.343,54.598,42.52
1248,United States,2010,5.803,318.165,18771.283,5800.542,6467.391,1998.498,1.917,115.405,19856.312,6135.828,45.48,22.351
1249,Ukraine,2010,6.638,27.691,9714.761,444.859,1523.407,69.76,-0.324,-1.214,8163.979,373.846,36.944,31.176
1250,Upper-middle-income countries,2010,3.741,871.219,10148.181,24156.615,1633.41,3888.15,7.486,1708.674,10306.693,24533.938,52.932,47.44
1251,Slovakia,2010,0.546,0.243,8287.318,44.787,658.736,3.56,-7.579,-0.609,1374.501,7.428,12.843,21.876
1252,Mexico,2010,23.694,28.372,1298.229,148.119,283.865,32.387,20.348,14.394,746.194,85.135,11.753,7.268
1253,Venezuela,2010,-16.0,-0.441,81.497,2.318,0.0,0.0,-19.751,-5.497,785.353,22.335,0.0,0.245
1254,Egypt,2010,-25.026,-1.801,65.205,5.396,0.0,0.0,-44.928,-0.234,3.467,0.287,0.0,0.603
1255,Indonesia,2010,19.336,74.579,1903.318,460.287,283.157,68.477,7.41,130.094,7797.598,1885.726,40.331,26.027
1256,Australia,2010,-7.248,-47.467,27416.061,607.394,7945.039,176.02,3.258,91.956,131565.359,2914.79,70.138,40.256
1257,Iran,2010,-5.294,-0.836,202.72,14.953,4.786,0.353,-5.469,-0.504,118.114,8.712,0.15,0.617
1258,Thailand,2010,2.624,4.59,2671.101,179.485,442.949,29.764,4.978,2.73,856.733,57.568,18.889,14.683
1259,South America,2010,23.011,56.451,768.746,301.767,96.264,37.788,0.442,2.868,1661.481,652.204,3.722,4.678
1260,European Union (27),2010,4.925,136.236,6604.741,2902.249,1680.567,738.473,-1.261,-22.909,4083.432,1794.338,24.762,15.877
1261,Peru,2010,-1.93,-0.186,325.819,9.458,14.124,0.41,56.557,0.545,51.996,1.509,1.142,4.125
1262,Italy,2010,10.571,15.204,2680.605,159.028,749.512,44.465,40.278,0.226,13.247,0.786,14.72,7.808
1263,Brazil,2010,30.177,38.99,859.407,168.198,59.641,11.673,-10.217,-3.617,162.409,31.786,2.263,5.366
1264,Slovenia,2010,2.023,0.331,8171.541,16.697,2588.904,5.29,0.023,0.003,7231.665,14.777,32.178,19.267
1265,Japan,2010,13.968,165.787,10523.648,1352.734,2432.972,312.74,-28.396,-2.193,43.027,5.531,27.053,22.898
1266,Europe,2010,3.37,161.565,6719.861,4956.086,1528.243,1127.122,1.931,79.947,5721.593,4219.835,22.876,15.62
1267,Turkey,2010,1.748,6.28,5055.152,365.624,761.077,55.046,0.701,1.419,2817.815,203.804,26.062,29.022
1268,Uzbekistan,2010,-16.631,-1.842,323.716,9.231,339.81,9.69,-0.679,-0.081,415.576,11.851,18.658,1.738
1269,Asia,2010,4.792,1311.912,6817.431,28691.027,1167.779,4914.577,7.598,1816.754,6113.149,25727.074,53.026,44.679
1270,Kazakhstan,2010,7.911,28.463,23889.316,388.256,4101.421,66.657,9.396,47.444,33989.133,552.401,80.654,63.194
1271,Philippines,2010,15.842,11.165,868.845,81.643,207.733,19.52,41.75,13.975,504.958,47.449,28.815,23.948
1272,Germany,2010,7.417,61.88,11087.535,896.172,3252.563,262.895,-1.113,-6.008,6604.167,533.795,41.554,23.294
1273,Vietnam,2010,30.466,39.525,1924.086,169.257,180.498,15.878,1.717,4.93,3319.438,292.003,17.311,31.331
1274,Lower-middle-income countries,2010,5.124,227.054,1617.893,4657.904,276.985,797.438,5.126,276.553,1969.884,5671.285,37.828,29.313
1275,South Korea,2010,12.46,99.399,18107.732,897.159,4347.684,215.409,-17.269,-2.352,227.47,11.27,43.514,29.462
1276,South Africa,2010,-1.066,-11.633,21077.705,1079.536,4695.981,240.514,3.122,50.734,32722.047,1675.924,92.648,73.799
1277,India,2010,2.68,88.046,2732.793,3373.035,520.927,642.97,2.776,79.338,2379.611,2937.109,68.586,53.801
1278,Bulgaria,2010,8.474,6.254,10780.722,80.047,3045.113,22.61,7.349,3.938,7746.269,57.516,48.464,37.914
1279,Hungary,2010,5.355,1.591,3153.775,31.309,627.557,6.23,2.392,0.433,1866.531,18.53,16.671,11.275
1280,Canada,2010,2.466,6.907,8404.267,286.985,2460.825,84.031,6.883,26.532,12065.542,412.009,13.844,7.643
1281,China,2010,3.744,734.094,14858.968,20339.113,2362.343,3233.599,8.286,1481.896,14148.961,19367.248,76.859,70.004
1282,Argentina,2010,40.029,3.851,329.425,13.472,73.675,3.013,-20.732,-0.112,10.442,0.427,2.391,1.522
1283,Norway,2010,36.325,2.361,1813.617,8.861,8.187,0.04,-26.732,-5.806,3256.889,15.913,0.032,1.771
1284,Colombia,2010,17.698,8.407,1236.267,55.907,72.751,3.29,2.119,12.325,13134.551,593.98,5.088,13.738
1285,Romania,2010,-6.525,-5.717,4000.359,81.895,1010.167,20.68,-10.08,-7.697,3353.761,68.658,33.913,20.528
1286,Oceania,2010,-7.454,-50.214,16908.445,623.466,4773.669,176.02,3.44,98.219,80095.516,2953.368,59.475,35.754
1287,Africa,2010,-0.949,-11.162,1120.789,1164.84,247.607,257.339,3.719,61.244,1643.318,1707.907,38.255,26.087
1288,Chile,2010,12.423,5.772,3061.044,52.229,535.091,9.13,-2.673,-0.087,185.959,3.173,14.886,13.937
1289,North America,2010,5.955,351.552,11531.926,6254.897,3899.193,2114.916,2.414,156.332,12228.969,6632.973,39.463,19.3
1290,New Zealand,2010,-14.597,-2.747,3677.749,16.072,1340.943,5.86,19.385,6.264,8827.834,38.578,13.024,6.842
1291,United Kingdom,2010,3.81,13.203,5668.003,359.69,1695.471,107.594,3.501,4.495,2093.842,132.875,28.161,14.449
1292,North Macedonia,2010,-3.169,-0.493,7271.454,15.057,2289.04,4.74,-9.453,-1.26,5830.091,12.073,65.289,44.429
1293,Poland,2010,6.245,37.648,16710.844,640.523,3610.326,138.383,-1.839,-12.07,16806.334,644.183,87.774,54.925
1294,World,2010,4.533,1821.031,6036.454,41996.387,1241.069,8634.277,5.581,2214.898,6022.833,41901.625,40.008,29.722
1295,Pakistan,2010,-6.016,-3.447,300.119,53.849,3.121,0.56,-4.06,-0.745,98.057,17.594,0.563,7.269
1296,Spain,2010,-26.861,-29.459,1709.149,80.212,515.316,24.184,-13.502,-5.983,816.72,38.329,8.05,4.691
1297,Greece,2010,-6.635,-6.503,8404.537,91.506,2828.896,30.8,-10.525,-10.008,7814.191,85.078,53.666,24.45
1298,High-income countries,2010,6.007,722.383,11060.475,12748.366,3043.969,3508.497,1.874,206.29,9728.513,11213.139,31.022,18.447
1299,Russia,2010,-1.748,-18.731,7339.162,1053.018,1157.627,166.096,6.495,107.07,12236.074,1755.623,16.001,13.475
1300,Lower-middle-income countries,2011,7.235,336.992,1708.544,4994.896,300.056,877.207,10.829,614.123,2149.974,6285.408,38.886,29.835
1301,Oceania,2011,-2.427,-15.134,16222.907,608.332,4586.458,171.984,-2.267,-66.948,76974.625,2886.419,57.151,33.945
1302,Pakistan,2011,-13.781,-7.421,253.233,46.428,3.054,0.56,-4.158,-0.732,91.972,16.862,0.557,6.272
1303,Germany,2011,1.631,14.619,11264.411,910.791,3246.154,262.47,1.815,9.688,6721.641,543.482,42.823,24.546
1304,Vietnam,2011,19.174,32.453,2269.688,201.71,224.388,19.942,3.961,11.567,3415.836,303.57,19.647,33.779
1305,China,2011,8.857,1801.529,16084.766,22140.643,2681.346,3690.866,11.193,2167.818,15644.826,21535.066,78.312,70.661
1306,Egypt,2011,-5.005,-0.27,60.646,5.126,0.0,0.0,-76.316,-0.219,0.804,0.068,0.0,0.546
1307,Hungary,2011,0.763,0.239,3188.002,31.547,654.831,6.48,3.275,0.607,1933.826,19.137,17.991,11.716
1308,Slovenia,2011,1.377,0.23,8251.979,16.927,2588.63,5.31,1.603,0.237,7319.119,15.014,33.066,20.119
1309,United Kingdom,2011,1.685,6.061,5712.913,365.752,1693.83,108.442,0.935,1.242,2094.864,134.117,29.469,15.524
1310,Europe,2011,3.868,191.72,6966.116,5147.806,1571.34,1161.186,3.949,166.621,5935.841,4386.456,23.81,16.423
1311,Bulgaria,2011,17.611,14.097,12759.02,94.144,3731.034,27.53,25.587,14.716,9789.405,72.233,54.196,41.968
1312,Japan,2011,-5.181,-70.085,9981.79,1282.65,2191.279,281.577,38.659,2.138,59.681,7.669,25.501,22.923
1313,Norway,2011,10.972,0.972,1987.2,9.833,8.084,0.04,-28.372,-4.515,2303.397,11.398,0.031,1.938
1314,Asia,2011,7.573,2172.768,7255.13,30863.795,1280.262,5446.318,10.88,2799.049,6705.615,28526.123,54.871,45.658
1315,North Macedonia,2011,14.208,2.139,8297.569,17.197,2494.592,5.17,22.085,2.666,7111.675,14.739,76.491,50.866
1316,Philippines,2011,10.076,8.226,940.344,89.869,208.852,19.96,3.735,1.772,515.029,49.221,28.854,25.833
1317,Turkey,2011,7.764,28.387,5364.828,394.01,901.62,66.218,1.969,4.012,2829.619,207.816,28.866,29.273
1318,Brazil,2011,6.823,11.475,909.67,179.673,66.589,13.152,0.081,0.026,161.059,31.811,2.473,5.483
1319,South Africa,2011,-2.49,-26.88,20241.926,1052.656,4643.779,241.494,-0.631,-10.582,32023.492,1665.342,91.984,72.85
1320,Africa,2011,-1.506,-17.541,1075.852,1147.299,243.787,259.977,-0.549,-9.385,1592.748,1698.522,37.661,25.485
1321,Romania,2011,16.57,13.57,4694.221,95.465,1218.486,24.78,12.85,8.822,3809.867,77.48,39.829,23.36
1322,Kazakhstan,2011,8.856,34.384,25629.039,422.64,4258.113,70.219,4.744,26.206,35086.918,578.607,81.098,60.616
1323,Uzbekistan,2011,7.054,0.651,341.036,9.882,359.941,10.43,5.935,0.703,433.235,12.554,19.764,1.768
1324,Spain,2011,85.457,68.547,3159.429,148.759,954.183,44.927,-19.648,-7.531,654.116,30.799,15.399,8.867
1325,Italy,2011,12.1,19.242,2991.656,178.27,841.899,50.168,-8.911,-0.07,12.013,0.716,16.581,8.923
1326,South Korea,2011,8.485,76.125,19549.301,973.284,4384.995,218.312,0.0,0.0,226.372,11.27,42.132,30.47
1327,South America,2011,5.585,16.855,803.439,318.621,102.573,40.678,14.095,91.929,1876.415,744.133,3.86,4.733
1328,High-income countries,2011,-2.023,-257.862,10764.661,12490.504,2911.83,3378.669,-0.011,-1.264,9662.704,11211.875,30.037,18.227
1329,Mexico,2011,15.669,23.208,1480.845,171.327,291.987,33.782,27.993,23.832,941.846,108.967,11.563,8.023
1330,Chile,2011,28.255,14.757,3886.973,66.986,736.353,12.69,5.654,0.179,194.523,3.352,19.456,16.447
